ID;scene;EN;RUS;TH
2636;Bedroom;Stony the Stone, that’s very clever.;เจ้าหินก้อนที่เป็นก้อนหิน ฉลาดมากๆ
2637;Bedroom;Thank you.;ขอบคุณนะ
3819;Bedroom;Let's keep that a secret between us, alright?;เก็บไว้เป็นความลับระหว่างเรานะ เข้าใจมั้ย?
4366;Bedroom;And remember...;แล้วก็จำไว้ว่า...
4367;Bedroom;Your choice is much more important than you think.;สิ่งที่เลือกมันสำคัญกับเธอมากกว่าที่คิด
4368;Bedroom;Because he’s a stone. Get it?;เพราะมันเป็นก้อนหินไง เข้าใจมั้ย?
125;Bedroom;I like to move my body. Mm-hm.;หนูชอบเต้นล่ะ
3820;Bedroom;It’s the music that goes on forever.;มันเป็นเพลงที่เล่นไปเรื่อยๆ ตลอดกาล
1219;Bedroom;Look, I drew this picture.;ดูสิ หนูวาดรูปนี้เอง
1220;Bedroom;I call him Benjamin.;หนูเรียกเขาว่าเบนจามิน
1221;Bedroom;He's a really cute fox...;เขาเป็นจิ้งจอกที่น่ารักจริงๆ...
1223;Bedroom;Ugh, I don't care much for foxes.;เอ่อ ฉันไม่ค่อยสนใจพวกจิ้งจอกเท่าไหร่
3821;Bedroom;It's the fox I see outside my window sometimes.;มันคือจิ้งจอกที่หนูเห็นนอกหน้าต่างในบางครั้ง
126;Bedroom;Look, I made these paper dolls myself.;ดูสิ หนูทำตุ๊กตากระดาษพวกนี้เองแหละ
1224;Bedroom;This is Kimberley and this is Steven.;นี่คือคิมเบอร์ลี่ และนี่ก็สตีเว่น
1225;Bedroom;They are on a trip, fighting super evils.;พวกเขากำลังเดินทางไปสู้กับสุดยอดวายร้าย
3532;Bedroom;My glitter.;กากเพชรของฉัน
128;Bedroom;I saw a monster in here once...;หนูเคยเห็นปีศาจในนี้ครั้งนึง...
3823;Bedroom;I showed it the finger and it never came back.;หนูชูนิ้วใส่มัน แล้วก็ไม่เห็นมันกลับมาอีกเลย
129;Bedroom;This is Misfortune.;นี่คือยัยตัวซวย
130;Bedroom;I can hear you, you know...;หนูได้ยินนะ...
131;Bedroom;Oh, you can...?;โอ้ ได้ยินเหรอ...?
132;Bedroom;Wonderful, fantastic!;ยอดเยี่ยม น่าทึ่งจริงๆ !
133;Bedroom;She's a wonderful child from a not so wonderful family.;เธอเป็นเด็กที่ยอดเยี่ยม จากครอบครัวที่ไม่ค่อยเยี่ยมยอดนัก
134;Bedroom;Hmm... Well...;อืม... ก็...
135;Bedroom;Yes!;ค่ะ!
139;Bedroom;Die? No! Nobody said anything about anyone dying today.;ตาย? เปล่า! ไม่มีใครพูดว่าจะมีใครตายในวันนี้ซักหน่อย
140;Bedroom;Mm-hm. Are you inside my head or something?;อือฮึ คุณอยู่ในหัวหนูหรืออะไรซักอย่างใช่มั้ย?
141;Bedroom;Alright, I'll call you Mr. Voice.;เอาล่ะ งั้นหนูจะเรียกคุณว่าคุณวอยซ์ละกัน
143;Bedroom;You know, I have prepared a game for you.;รู้ไหม ฉันได้เตรียมเกมไว้ให้เธอด้วย
144;Bedroom;*mumbles*;*พึมพำ*
146;Bedroom;Aww...;งู้ยย...
147;Bedroom;A game? Really? For me?;เกม? จริงเหรอ? ให้หนูเหรอ?
767;Bedroom;A little sparkle for you, and a little sparkle for you, and a little bit for me!;เอาความวิบวับไปอีกนิด เอาความวิบวับไปอีกหน่อย และอีกเล็กน้อยก็ให้ฉัน!
3824;Bedroom;The sad part is...;ที่น่าเศร้าก็คือ...
3825;Bedroom;Today is the day she will die.;วันนี้เป็นวันที่เธอจะตาย
3826;Bedroom;Ready to play?;พร้อมจะเล่นหรือยัง?
3827;Bedroom;Eternal Happiness?;ความสุขนิรันดร์?
3828;Bedroom;Ok. I'm gonna do it.;ได้เลยค่ะ จัดไป
4369;Bedroom;Ok, yes!;โอเค ได้!
4370;Bedroom;What did you say about me dying today?;คุณพูดว่าหนูจะตายวันนี้งั้นเหรอ?
4371;Bedroom;Huh? Nobody said nothing?;หือ? ไม่มีใครพูดอะไรเลยนี่?
4372;Bedroom;If you can reach the end of the game, I'll give you Eternal Happiness...;ถ้าเธอสามารถไปถึงตอนจบของเกมได้ ฉันจะมอบความสุขนิรันดร์ให้เธอ...
4373;Bedroom;Deal?;ตกลงไหม?
4374;Bedroom;I guess I could give that to my Mommy...;หนูว่าน่าจะเอาความสุขไปแบ่งให้คุณแม่ได้นะ...
4375;Bedroom;Ok, it's a deal!;โอเคค่ะ หนูตกลง!
4376;Bedroom;Your first mission is to leave the house.;ภารกิจแรกของเธอ คือการออกจากบ้าน
2588;Bedroom;Which toy to bring with you?;เธอจะเอาของเล่นอะไรติดตัวไปดีล่ะ?
4824;Bedroom;FOX;จิ้งจอก
158;Bedroom;Unicorn;ยูนิคอร์น
159;Bedroom;Stone;ก้อนหิน
152;Bedroom;Paper dolls;ตุ๊กตากระดาษ
3533;Bedroom;Pick up bottle of glitter;เก็บขวดกากเพชร
1226;Bedroom;Poster of Benjamin;โปสเตอร์เบนจามิน
304;Bedroom;Foxy;จิ้งจอกฟ็อกซี่
150;Bedroom;Secret spot;ที่ซ่อนลับ
148;Bedroom;Cassette Player OFF;เครื่องเล่นเทป ปิด
151;Bedroom;Door;ประตู
149;Bedroom;Wardrobe;ตู้เสื้อผ้า
4790;Bedroom;Cassette Player;เครื่องเล่นเทป
4648;Bedroom;MORGO;มอร์โก
2640;Fort;This is Bubsy, “The Guardian of the Secret Spot”.;นี่คือบับซี่ “ผู้พิทักษ์แห่งที่ซ่อนลับ”
2641;Fort;You see his eye? He got that from a battle against a monster.;เห็นตาเขามั้ย? มันเกิดจากการต่อสู้กับสัตว์ประหลาด
2642;Fort;A monster? That sounds scary!;สัตว์ประหลาด? ฟังดูน่ากลัวจัง!
2643;Fort;It was.;ใช่แล้ว
2644;Fort;This is my diary. Nobody is allowed to read it. Want to see?;นี่คือไดอารี่ของหนู หนูไม่เคยให้ใครอ่าน อยากเห็นมั้ย?
675;Fort;Look, this is my secret hiding spot!;ดูสิ นี่เป็นที่ซ่อนลับของหนู
676;Fort;Oh! Impressive! But why do you need a hiding spot?;โอ้! น่าประทับใจ! แต่ทำไมเธอถึงต้องมีที่ซ่อนลับล่ะ?
962;Fort;I don’t like it when Mommy and Daddy argue too much…;หนูไม่ชอบตอนที่พ่อกับแม่ทะเลาะกัน...
963;Fort;And when I come here, I can dream and travel far away.;และพอหนูมาอยู่ที่นี่ หนูจะได้ฝันถึงการเดินทางอันแสนไกล
964;Fort;I see...;อย่างงี้เอง...
965;Fort;*nervous laugh*;*หัวเราะกลบเกลื่อน*
4301;Fort;I'm so cute.;หนูน่ารักจัง
3641;Fort;That's Hiro, my Japanese friend.;นั่นฮิโระ เพื่อนคนญี่ปุ่นของฉันเอง
3635;Fort;Benjamin...;เบนจามิน
3636;Fort;Uh... That fox.;เหอะ... จิ้งจอกนั่น
3637;Fort;Yes.;ช่าย
3638;Fort;Hmph... Yikes forever...;ฮึ่ม... ยี้ตลอดกาล...
3639;Fort;"The puke of love... That's what it is.";"อุแหวะแห่งรัก... ยังไงล่ะ"
3640;Fort;I don't like it when Daddy hits Mommy.;หนูไม่ชอบเลยตอนที่พ่อตบตีแม่
3642;Fort;Glitter. I love my glitter.;กากเพชร หนูชอบกากเพชรของหนู
3643;Fort;I made a real nice drawing there, you see?;หนูวาดรูปตรงนี้ซะสวยเลย เห็นมั้ย?
3644;Fort;Yes, very nice!;เห็นจ๊ะ สวยมาก!
3645;Fort;I did the coloring too.;หนูลงสีเองด้วยเหมือนกัน
3646;Fort;Impressive!;เก่งจังเลย!
3647;Fort;I peed in the lake. It was really warm.;หนูเคยฉี่ในทะเลสาบ มันอุ่นมากเลย
3648;Fort;Huh, look at that picture. I was such a baby.;เห ดูรูปนั้นสิ หนูยังเป็นเด็กน้อยอยู่เลย
3649;Fort;Very cute.;น่ารักดีนะ
3650;Fort;Now I'm a such a lady.;ตอนนี้หนูเป็นสาวแล้ว
3651;Fort;I'm a little lady, that's what I am.;หนูเป็นสาวน้อยแล้วนะ หนูโตแล้วแหละ
4218;Fort;He's a ghost.;เขาเป็นผี
4302;Fort;Did you draw all this?;เธอวาดเองทั้งหมดเลยเหรอ?
4303;Fort;Uh-huh.;อือฮึ
3534;Fort;I love my coloring book.;หนูชอบสมุดระบายสีมาก
4510;Fort;[localvar:3];[localvar:3]
3653;Fort;I'm gonna take it with me if I get bored, ok?;หนูจะเอาไปด้วยเผื่อตอนที่หนูเบื่อๆ ได้มั้ย?
3654;Fort;Nah. I'll just leave it here. For Bubsy, you know? The teddy.;ไม่ล่ะ หนูทิ้งเอาไว้ที่นี่ดีกว่า ไว้ให้บับซี่ จำได้มั้ย? ตุ๊กตาหมีน่ะ
3657;Fort;What to do with the coloring book?;ทำอย่างไรกับสมุดระบายสีเล่มนี้ดี?
4779;Fort;I like to play a lot with my toys. I like to talk to them because it's fun.;ฉันชอบเล่นกับของเล่นของฉันมาก ฉันชอบคุยกับพวกเขาเพราะมันสนุกดี
3655;Fort;Take coloring book with you;เอาสมุดระบายสีไปด้วย
3656;Fort;Leave coloring book for Bubsy;ทิ้งสมุดระบายสีไว้ให้บับซี่เล่น
2646;Fort;Diary;ไดอารี
2645;Fort;Teddy;เท็ดดี้
3535;Fort;Book;หนังสือ
1207;Fort;MORGO;มอร์โก
3659;Hallway;Hmm, maybe I could try to fix it...;หืมม บางทีน่าจะลองซ่อมดู...
4511;Hallway;[localvar:0];[localvar:0]
3658;Hallway;I'm gonna do it.;หนูจะซ่อมละนะ
3660;Hallway;I'm doing it.;หนูจะต้องทำได้
3662;Hallway;I'm a little lady, you know?;หนูโตเป็นสาวน้อยแล้วนะรู้มั้ย?
4304;Hallway;I'm just gonna leave it there...;หนูว่าจะทิ้งไว้แบบนี้แหละ...
160;Hallway;Look, that's me! Mommy told me I have to smile even when I'm sad.;ดูสิ นั่นหนูเอง! แม่บอกว่าหนูต้องยิ้มไว้ต่อให้จะรู้สึกเศร้าก็ตาม
161;Hallway;This is Grandma. She wears a diaper, too.;นี่คุณยายเอง เธอก็ใส่ผ้าอ้อมเหมือนกันเลย
162;Hallway;You still wear a diaper?;แล้วหนูยังใส่ผ้าอ้อมมั้ย?
163;Hallway;No, that was so last year.;ไม่ล่ะ เลิกใส่ไปตั้งแต่ปีก่อนแล้ว
164;Hallway;Oh please, don't fall, don't fall...;ตายล่ะ อย่าหล่นนะ อย่าหล่นนะ...
165;Hallway;Damn it! It's all broken now.;แม่งเอ๊ย! แตกหมดแล้วเนี่ย
166;Hallway;That was a beautiful example of cause and effect.;นั่นแหละตัวอย่างที่ดีของสิ่งที่เกิดขึ้นและผลที่ตามมา
167;Hallway;Please, don't tell on me...;ขอร้อง อย่าบอกใครนะว่าหนูทำ...
168;Hallway;Don't worry, you can trust me.;ไม่ต้องห่วง ไว้ใจฉํนได้
169;Hallway;Ok. Thank you.;โอเค ขอบคุณนะ
1227;Hallway;Mommy likes to collect glasses...;แม่ชอบสะสมแก้ว...
1228;Hallway;"I broke a couple once by running too fast.";"หนูเคยทำแตกไปทีนึงสองสามใบ พอดีวิ่งเร็วไปหน่อย"
1229;Hallway;Did Mommy find out who did it?;แล้วแม่รู้มั้ยว่าใครทำ?
1230;Hallway;No! But I had a piece of glass in my foot for like five days!;ไม่! แต่มีเศษแก้วติดเท้าหนูอยู่อย่างนั้นตั้งห้าวัน!
170;Hallway;My Daddy’s friend was a hunter and killed this moose...;พ่อเพื่อนหนูเป็นนายพรานแล้วก็ฆ่ากวางมูสตัวนี้...
171;Hallway;His daughter, Erica, she thought his gun was a toy...;ลูกสาวเขาชื่อเอริก้า เธอคิดว่าปืนพ่อเป็นของเล่น...
172;Hallway;Then her parents died, and she was so sad...;แล้วพ่อแม่ของเธอก็ตายหมด เธอเลยเศร้ามาก...
4216;Hallway;She said ”bang bang” to her Mommy and Daddy...;เธอเลย “ปัง ปัง” ใส่แม่กับพ่อของเธอ...
173;Hallway;Mommy said she married Daddy because she was expecting me.;แม่บอกว่าแม่แต่งงานกับพ่อเพราะว่าแม่ตั้งท้องมีหนู
174;Hallway;She wanted to have an abortion, but it’s illegal and against the law.;แม่อยากทำแท้งนะ แต่ว่ามันผิดกฎหมายแล้วก็ขัดต่อกฎหมายด้วย
4377;Hallway;That's kind of the same thing...;มันก็เหมือนกันไม่ใช่หรอ
4378;Hallway;Yes.;ช่าย
4818;Hallway;I did it.;หนูทำได้
3537;Hallway;Fix the broken vase;ซ่อมแจกันแตก
3538;Hallway;Leave it as it is;ทิ้งไว้แบบนั้น
3539;Hallway;What to do about the broken vase?;จะทำอย่างไรกับแจกันที่แตกดี?
179;Hallway;Shelf;ชั้นวางของ
178;Hallway;Painting;ภาพวาด
1208;Hallway;Painting;ภาพวาด
177;Hallway;Moose;กวางมูส
691;Hallway;MORGO;มอร์โก
3536;Hallway;Broken vase;แจกันแตก
176;Hallway;Painting;ภาพวาด
175;Hallway;Kitchen;ครัว
4780;Hallway;DoorBack;DoorBack
180;Kitchen;Ugh, dead rabbits again?;แหยะ ศพกระต่ายอีกแล้ว?
3895;Kitchen;When will Daddy learn I like them alive?;เมื่อไหร่พ่อจะรู้ว่าหนูชอบกระต่ายแบบยังเป็นๆ นะ?
182;Kitchen;"Mommy, this smells really bad, what is it?";"แม่ กลิ่นมันแย่มากเลย อะไรเนี่ย?"
183;Kitchen;Dead animals, that's what it is!;ซากสัตว์ยังไงล่ะ!
689;Kitchen;Yikes forever!;ยี้ตลอดกาล!
185;Kitchen;Ugh, it smells like cigarettes in here.;เอ่อ เหมือนได้กลิ่นบุหรี่ในนี้เลย
186;Kitchen;Yeah, that's my Mommy!;ช่าย แม่หนูเอง!
187;Kitchen;Well, are you ready to complete your first mission?;อ้อ แล้วพร้อมสำหรับภารกิจแรกของเธอรึยัง?
188;Kitchen;Yes, I am! I'm gonna get that prize!;แน่นอน พร้อมแล้ว! หนูต้องได้รางวัลนั้นแน่!
3896;Kitchen;She also likes to drink juice a lot.;แม่ชอบดื่มน้ำผลไม้มาก
191;Kitchen;Yay, happiness to the soup!;เย้ ให้เจ้าซุปมีความสุข
189;Kitchen;I’m going out to play, Mommy!;หนูออกไปเล่นก่อนนะคะคุณแม่!
4512;Kitchen;[localvar:0];[localvar:0]
3725;Kitchen;We go quiet, ok? Shh.;เราจะออกไปกันเงียบๆ โอเคนะ? ชู่วว
190;Kitchen;When I grow up, I want to be just like my Mommy! A juice drinker.;พอโตขึ้น หนูอยากเป็นเหมือนแม่นี่แหละ! เป็นนักดื่มน้ำผลไม้
192;Kitchen;We had a lovely dinner last night.;เมื่อคืนเป็นมื้อเย็นที่ดีมากๆ
3897;Kitchen;Mommy wasn't that drunk and Daddy actually said “Hi” to me!;แม่ไม่ได้เมาเท่าไหร่ ส่วนพ่อก็ทัก “ว่าไง” กับหนูด้วย!
193;Kitchen;That's today!;วันนี้พอดีเลย!
692;Kitchen;MORGO;มอร์โก
3542;Kitchen;Tell Mommy you're leaving?;บอกแม่ไหมว่าจะออกไป?
3540;Kitchen;Yes;บอก
3541;Kitchen;No;ไม่บอก
197;Kitchen;Dinner;มื้อเย็น
195;Kitchen;Leave home;ออกจากบ้าน
199;Kitchen;Fridge;ตู้เย็น
198;Kitchen;Mommy;แม่
194;Kitchen;Table;โต๊ะ
196;Kitchen;Almanac;ปฏิทิน
4781;Kitchen;GoBack;GoBack
201;Backyard;This is where Daddy often sleeps. ;Здесь часто спит папа. 
202;Backyard;Daddy...?;พ่อจ๋า...?
203;Backyard;I saw a monster!;หนูเห็นปีศาจ!
204;Backyard;What monster? I didn't see anything!;ปีศาจอะไรกัน? ฉันไม่เห็นอะไรเลย!
205;Backyard;It was there, I saw it!;มันอยู่ตรงนั้น หนูเห็นจริงๆ!
206;Backyard;It's probably just your imagination.;อาจจะเป็นแค่จินตนาการของหนูก็ได้
207;Backyard;Yeah, that's true... I have a very big one.;เอ่อ ก็จริง... จินตนาการหนูยิ่งใหญ่มากนะ
208;Backyard;Just keep going, we'll have so much fun!;ไปต่อเถอะ เรายังมีอะไรสนุกๆ รออีกเพียบ!
209;Backyard;Alright...;ก็ได้...
210;Backyard;Hello kitty, here, come! Come, kitty!;สวัสดีเจ้าเหมียว มานี่สิ! มาสิเจ้าเหมียว!
211;Backyard;Damn it! I never get to pet the sweet animals.;แม่งเอ๊ย! หนูไม่เคยได้เล่นกับสัตว์น่ารักๆ บ้างเลย
212;Backyard;Kitty, don't go!;เจ้าเหมียว อย่าหนีสิ!
3898;Backyard;Kitty, kitty, kitty!;เจ้าเหมียว เหมียวๆ เจ้าเหมียว!
2649;Backyard;Look, a sleepy bird...;ดูสิ นกง่วงนอน...
2650;Backyard;Come on, Misfortune, let's go now...;ไม่เอาน่ายัยตัวซวย ไปกันได้แล้ว...
213;Backyard;This pool smells like a toilet, because I pee in it.;สระนี่กลิ่นเหมือนส้วมเลย สงสัยเพราะหนูฉี่ใส่มั้ง
214;Backyard;That is disgusting.;ขยะแขยงจริงๆ
215;Backyard;Not as disgusting as when my Daddy puked in it, that was disgusting.;ไม่น่าขยะแขยงเท่าตอนที่พ่ออ้วกลงสระหรอก นั่นสิขยะแขยงกว่า
216;Backyard;Good day, morning!;สวัสดียามเช้า!
2652;Backyard;It's afternoon, Misfortune.;นี่มันบ่ายแล้ว ยัยตัวซวย
2653;Backyard;Ah, ok. Good afternoon, morning!;อ๋อ โอเค สวัสดีตอนบ่ายยามเช้า!
2654;Backyard;Uh...;โอย...
2655;Backyard;*nervous laugh*;*หัวเราะกลบเกลื่อน*
217;Backyard;This is where I saw a really cute fox.;ตรงนี้ไงที่หนูเห็นเจ้าจิ้งจอกน่ารัก
218;Backyard;I've seen him around the house, right outside my window...;หนูเห็นเขาอยู่รอบบ้าน ตรงนอกหน้าต่างหนูพอดี...
220;Backyard;Please, Misfortune, you should be careful around wild animals.;ขอล่ะยัยตัวซวย เธอต้องระวังพวกสัตว์ป่ารอบๆ ด้วย
221;Backyard;What?! A fox criminal? That's silly.;อะไรนะ?! จิ้งจอกวายร้าย? งี่เง่าน่า
690;Backyard;I think he's really cute...;หนูคิดว่าเขาน่ารักจริงๆ นะ...
1231;Backyard;Remember Benjamin the Fox?;จำจิ้งจอกเบนจามินได้มั้ย?
1232;Backyard;He was hiding in the trash and we made eye contact...;เขาซ่อนตัวในถังขยะ แล้วเราก็ได้สบตากัน...
1233;Backyard;It was really intense...;มันตื่นเต้นมากๆ...
1234;Backyard;Yes, you told me about that fox already.;จำได้ หนูบอกเรื่องไอ้จิ้งจอกนี่ไปแล้ว
1236;Backyard;You shouldn't trust a fox, they are all criminals.;หนูอย่าไว้ใจจิ้งจอกสิ มันเป็นพวกวายร้ายทั้งนั้น
3899;Backyard;This is where I first saw him.;หนูเห็นเขาครั้งแรกที่นี่
3900;Backyard;I call him Benjamin.;หนูเรียกเขาว่าเบนจามิน
222;Backyard;So, before we continue, you need to know the rules of the game, Misfortune.;เอาล่ะ ก่อนที่เราจะไปกันต่อ เธอต้องรู้กติกาของเกมนี้ก่อนนะ ยัยตัวซวย
223;Backyard;Alright!;ได้เลย!
224;Backyard;Remember, you will be given choices on your journey.;จำไว้ว่า เธอจะต้องตัดสินใจเลือกสิ่งต่างๆ ตลอดการเดินทาง
225;Backyard;I'm ready!;หนูพร้อมแล้ว!
226;Backyard;Your next mission is to cross this road...;ภารกิจต่อไปก็คือ การข้ามถนนนี่...
227;Backyard;Alright, I can do that!;ได้เลย หนูทำได้!
768;Backyard;There is no right or wrong, only consequences.;มันไม่มีคำว่าถูกหรือผิด มีเพียงแค่ผลที่ตามมา
1237;Backyard;Ok, choices...;โอเค ต้องเลือกนะ...
1238;Backyard;Ok, ok, only consequences.;โอเค โอเค มีแค่ผลที่ตามมา
1239;Backyard;When you beat the game, the prize of Eternal Happiness is yours!;เมื่อเธอเอาชนะเกมได้ เธอจะได้รางวัลเป็นความสุขนิรันดร์!
2658;Backyard;Look to the left, look to the right. Any cars? No.;มองซ้าย มองขวา มีรถมั้ย? ไม่มี
2659;Backyard;Ok... I'm going...;โอเค... ไปละนะ...
4684;Backyard;NewMorgo;NewMorgo
2660;Backyard;Dead bird sparkle;ประกายนกตาย
228;Backyard;Pool;สระน้ำ
3543;Backyard;Pet kitty;เจ้าเหมียวสัตว์เลี้ยง
231;Backyard;MORGO;มอร์โก
4791;Backyard;Dead bird;นกตาย
229;Backyard;Car;รถ
239;Backyard;Cat;แมว
1240;PuppyTree;I'm sorry I broke you puppy, I really am...;หนูขอโทษนะที่ทำเธอตายเลยเจ้าหมาน้อย ขอโทษจริงๆ...
2665;PuppyTree;Maybe we can play later, you know? When I'm broken too.;ไว้วันหลังเรามาเล่นด้วยกันอีกมั้ย? ตอนที่ฉันตายแล้วเหมือนกัน
2666;PuppyTree;Well, sadly the puppy will miss the party now...;เอ่อ แย่หน่อยที่เจ้าหมาคงไม่ได้ไปงานปาร์ตี้แล้ว...
2667;PuppyTree;"What party? ";"ปาร์ตี้หรอ? "
2668;PuppyTree;The owner of this dog, George, is having a party.;เจ้าของหมาตัวนี้ เขาชื่อจอร์จ กำลังจัดงานปาร์ตี้อยู่
2669;PuppyTree;I think you have to go and tell him about the accident...;ฉันคิดว่าเธอคงต้องไปบอกเขาเรื่องอุบัติเหตุนี้นะ...
2673;PuppyTree;Puppy!;เจ้าหมา!
2674;PuppyTree;What accident?;อุบัติเหตุอะไรกัน?
2675;PuppyTree;Ah, yes, the puppy, yes.;อ๋อ เจ้าหมานี่ จริงด้วย
2676;PuppyTree;What did I do? It's all broken now...;หนูทำอะไรลงไป? มันตายแล้วเนี่ย...
2678;PuppyTree;Mr. Voice? Everything I touch breaks, what's wrong with me?;คุณวอยซ์? หนูหยิบจับอะไรก็แตกหักพังเสียไปหมด เกิดอะไรขึ้นกับหนู?
2679;PuppyTree;There's nothing wrong with you, sometimes life is just unfair.;หนูไม่มีอะไรผิดปกติหรอก บางทีชีวิตก็ไม่ยุติธรรมแบบนี้แหละ
2680;PuppyTree;But I'm here for you.;แต่ฉันจะอยู่เป็นเพื่อนเธอเอง
2681;PuppyTree;Really? Thank you.;จริงหรอ? ขอบคุณนะ
4219;PuppyTree;Let’s go, it’s just a bit farther ahead.;ไปกันเถอะ อยู่ข้างหน้าอีกไม่ไกลเอง
4379;PuppyTree;Alright.;โอเค
240;PuppyTree;Oh no! I stepped on doggy doo... uuhhh... ayyyhh...;ไม่นะ! หนูเหยียบอึ๊หมา... อุบบ... แหยะ...
241;PuppyTree;*vomits*;*อาเจียน*
769;PuppyTree;Eww, puppy, that's yucky! Don't eat the vomit...;หยึย เจ้าหมา อี๋ๆ ไม่เอา! อย่ากินอ้วกสิ...
4211;PuppyTree;Yikes forever...;ยี้ตลอดกาล...
3663;PuppyTree;Mmm... so soft.;หืมม... นิ่มจัง
